小区名称,行政区,朝向,房屋配置,面积（㎡）,总价（万）,均价(平),楼层,建筑年份,周边,小区地址
双秀家园(北园),浦东区,南北,2室2厅1卫,86.41,338,39116,高层(共6层),2004年建造,周浦,沪南公路3150弄
东旭雅苑,浦东区,南北,2室2厅1卫,71.66,332,46330,中层(共17层),2015年建造,高行,"高博路211弄,高博路210弄"
中虹家园,浦东区,南北,2室1厅1卫,68.81,238,34588,高层(共14层),2011年建造,曹路,海鸣路98弄
鹤沙航城汇贤雅苑,浦东区,南北,2室1厅1卫,70.69,185,26171,低层(共18层),2012年建造,航头,鹤永路751弄1-20号
民乐城惠康苑北苑,浦东区,南北,2室2厅1卫,78.57,120,15274,低层(共17层),2015年建造,惠南,拱海路79弄1-38号
明天华城,浦东区,南北,3室2厅2卫,149.34,888,59462,中层(共18层),2018年建造,周浦,"康沈路2262弄,周星路500弄"
泉东二小区,浦东区,南北,2室1厅1卫,46.55,370,79485,中层(共6层),1988年建造,潍坊新村,南泉北路1040弄
金藤苑,浦东区,南北,2室1厅1卫,66.56,303,45523,低层(共6层),1997年建造,金桥,五莲路780弄
陆家嘴锦绣里,浦东区,南,2室2厅1卫,89.84,788,87712,高层(共18层),2016年建造,北蔡,博华路498弄
荷五小区,浦东区,南北,2室1厅1卫,68.57,320,46668,低层(共6层),1998年建造,金桥,"牟平路304弄,牟平路384弄,长岛路1338弄,长岛路1398弄"
塘东小区,浦东区,南北,2室1厅1卫,58.37,311,53281,高层(共6层),1989年建造,塘桥,"蓝村路471弄,峨山路180弄"
大名城紫金九号,浦东区,南北,3室2厅2卫,90.65,795,87700,中层(共16层),2019年建造,唐镇,德淳路99弄
济阳一村,浦东区,东南,1室1厅1卫,46.11,210,45544,高层(共6层),1992年建造,世博滨江,"西营路170弄,济阳路95弄,德州路420弄,德州路430-456号(双)"
阳光城市家园,浦东区,南,2室2厅1卫,81.31,460,56574,低层(共17层),2009年建造,金桥,永宁路33弄
张江三湘海尚,浦东区,南,2室2厅1卫,87.52,830,94836,中层(共18层),2017年建造,张江,绿晓路58弄
繁荣华庭,浦东区,南北,1室1厅1卫,60.63,319.9,52763,中层(共18层),2016年建造,周浦,繁荣路266弄
金桥好人家,浦东区,南,2室2厅1卫,86.29,620,71851,高层(共6层),2001年建造,金桥,荷泽路418弄
黄山始信苑,浦东区,南,2室1厅1卫,75.32,569,75545,共5层,2002年建造,金杨新村,"枣庄路212弄,博山东路555弄,枣庄路210弄,博山东路553弄"
美地芳邻苑,浦东区,南北,3室2厅2卫,126.7,588,46409,中层(共6层),2006年建造,曹路,顾唐路138弄
康桥宝邸,浦东区,南北,2室2厅1卫,75.47,290,38426,中层(共14层),2012年建造,康桥,康弘路508弄
凌兆一村,浦东区,南,2室2厅1卫,70.19,328,46731,高层(共6层),1995年建造,三林,上浦路565弄1-23号
上南十一村,浦东区,南,1室1厅1卫,42,195,46429,低层(共6层),1995年建造,上南,德州路150弄1-77号
汇福家园安康里(西区),浦东区,南北,2室2厅1卫,84.13,275,32688,中层(共18层),2016年建造,周浦,瑞福路52弄
伟业金锦苑二村,浦东区,南,2室2厅1卫,78.47,428,54544,高层(共6层),2003年建造,金桥,莱阳路880弄
凯旋汇,浦东区,南北,2室2厅2卫,116,330,28449,高层(共26层),2015年建造,东昌路站,张杨路98号
汤臣商务中心,浦东区,南,4室2厅3卫,193.23,591,30586,中层(共24层),2017年建造,陆家嘴,"张杨路158,188,228号"
东方城市花园(一期),浦东区,南,2室2厅2卫,112.83,1050,93061,高层(共11层),2003年建造,塘桥,东方路1800弄
爱法新都(一期),浦东区,南北,2室2厅1卫,89.68,486,54193,中层(共11层),2003年建造,金桥,杨高中路58弄
丽都成品,浦东区,南,3室2厅1卫,123.95,830,66963,中层(共11层),2005年建造,金桥,利津路729弄1-45号
弘扬沁园,浦东区,南,3室2厅2卫,124.73,1200,96208,中层(共18层),2002年建造,洋泾,苗圃路400弄
峨海小区,浦东区,南北,2室1厅1卫,90.84,733,80692,中层(共18层),2000年建造,塘桥,峨山路187弄
锦博苑,浦东区,南北,3室2厅1卫,102.95,687,66732,高层(共6层),2008年建造,北蔡,高科西路2111弄
碧云新天地家园(三期),浦东区,南,3室2厅1卫,120.29,1200,99759,中层(共12层),2010年建造,金桥,长岛路1066弄
碧云新天地家园(三期),浦东区,南,3室2厅1卫,121.42,1260,103773,高层(共12层),2011年建造,金桥,长岛路1066弄
今达花园,浦东区,南北,3室2厅2卫,122.42,850,69434,中层(共11层),2002年建造,金桥,金桥路989弄
金海华城悦虹雅苑,浦东区,南,2室1厅1卫,67.63,260,38445,中层(共17层),2018年建造,曹路,海鹏路380弄
东丽苑,浦东区,南,3室2厅2卫,127.72,839,65691,低层(共6层),2002年建造,世博滨江,"浦三路704弄,浦三路702弄"
金桥新村浦三小区,浦东区,南北,2室1厅1卫,70.59,338,47883,中层(共6层),1997年建造,金桥,博兴路799弄
永业小区(北区),浦东区,南,2室1厅1卫,76.34,359,47027,高层(共7层),2002年建造,金桥,佳虹路50弄
杉林新月家园,浦东区,南北,3室2厅2卫,119.52,698,58401,低层(共18层),2007年建造,三林,"环林东路799,875,879弄"
金杨新村五街坊,浦东区,南北,3室1厅1卫,74.43,320,42994,高层(共6层),1996年建造,金杨新村,"银山路115弄,云山路1395弄,金杨路308弄,金杨路220弄"
昌四小区,浦东区,南,2室1厅1卫,57.68,280,48544,高层(共6层),1997年建造,世博滨江,"南码头路1696弄,昌里东路500弄,昌里东路550弄,南码头路1550弄"
大华锦绣华城十八街区(公寓住宅),浦东区,南,2室2厅1卫,101.9,860,84397,低层(共13层),2009年建造,北蔡,成山路2008弄
绿地崴廉公寓,浦东区,南北,2室2厅1卫,87.82,558,63540,中层(共14层),2013年建造,高行,东靖路2250弄
大华锦绣华城十二街区,浦东区,南,3室2厅1卫,117.57,890,75700,高层(共6层),2007年建造,北蔡,锦绣路3088弄
泉东小区,浦东区,南,1室1厅1卫,46.47,318,68432,低层(共6层),1987年建造,潍坊新村,崂山路551弄
海洲桃花园,浦东区,南北,2室2厅1卫,81,240,29630,低层(共11层),2004年建造,航头,航头路988弄
丰怡苑,浦东区,南北,1室1厅1卫,55.03,180,32710,低层(共6层),2009年建造,曹路,龚华路50弄1-93号
九龙仓兰廷,浦东区,南北,4室2厅2卫,130.36,1060,81314,中层(共21层),2016年建造,周浦,祝家港路399弄
星纳家园,浦东区,南北,2室2厅1卫,79.94,315,39405,中层(共18层),2012年建造,曹路,海纳路129弄
黄山新城上海未来,浦东区,南,3室2厅2卫,135,980,72593,高层(共8层),2005年建造,金杨新村,"云山路835弄,云山路839弄"
金群苑(南区),浦东区,南北,3室1厅1卫,108.08,409,37843,中层(共18层),2012年建造,曹路,金钻路398弄1-41号
龚路新城,浦东区,南北,1室1厅1卫,54.18,180.5,33315,中层(共6层),2005年建造,曹路,龚华路479弄
和欣家园,浦东区,南北,3室2厅1卫,100,478,47800,低层(共18层),2022年建造,高行,思学路470弄
三林新村(258弄),浦东区,南北,3室2厅1卫,88.82,418,47062,中层(共18层),2015年建造,三林,永泰路258弄
瑞阳苑(A区),浦东区,南北,2室2厅1卫,75.13,270,35938,高层(共14层),2007年建造,周浦,瑞阳路81弄
三林苑,浦东区,南北,2室2厅1卫,70.97,355,50022,中层(共6层),1997年建造,三林,"三林路1466弄1-106号,永泰路1129弄1-95号"
上钢三村,浦东区,南,2室1厅1卫,54.17,295,54459,中层(共6层),1988年建造,世博,"昌里路311弄,昌里路327弄,历城路100弄,上钢三村,昌里路301弄,历城路20弄"
阳光苑(浦东),浦东区,南北,3室1厅1卫,92.45,295,31910,中层(共6层),2002年建造,曹路,"民同路176弄,民耀路97弄,民同路40弄,民耀路98弄,民同路10弄,民耀路268弄,民耀路358弄"
汤巷馨村(北区),浦东区,南北,3室2厅2卫,113.34,450,39704,高层(共6层),2010年建造,康桥,环桥路1481弄
汤臣商务中心,浦东区,南北,5室3厅5卫,193.23,620,32087,高层(共28层),2015年建造,陆家嘴,"张杨路158,188,228号"
明珠苑,浦东区,南北,1室2厅1卫,53.31,360,67530,低层(共6层),2000年建造,洋泾,"张杨路2238弄,崮山路626弄"
圣鑫苑(4058弄),浦东区,南北,3室2厅2卫,122.99,535,43500,高层(共18层),2007年建造,周浦,川周公路4058弄
春港丽园,浦东区,南北,2室1厅1卫,77.09,360,46699,中层(共6层),2001年建造,张江,益丰路55弄
中房樱桃苑,浦东区,南,2室2厅1卫,101.34,928,91573,低层(共12层),2006年建造,三林,环林东路270弄1-39号
东荷小区,浦东区,南,3室1厅1卫,86.74,418,48190,高层(共6层),1997年建造,金桥,东陆路1018弄
中星怡景花园,浦东区,南北,3室2厅2卫,139.09,1490,107125,中层(共18层),2007年建造,洋泾,苗圃路600弄
瑞阳苑(A区),浦东区,南北,2室1厅1卫,75.13,245,32611,高层(共11层),2007年建造,周浦,瑞阳路81弄
华高二村,浦东区,南北,2室1厅1卫,75.29,348,46222,低层(共6层),1997年建造,高行,巨峰路997弄
大唐盛世花园(一期),浦东区,南,3室2厅2卫,133.46,1399,104826,低层(共11层),2003年建造,世纪公园,白杨路199弄
明天华城,浦东区,南北,2室2厅1卫,74.03,488,65920,高层(共6层),2011年建造,周浦,"康沈路2262弄,周星路500弄"
新昌里公寓,浦东区,南北,3室2厅2卫,124.11,1020,82186,共4层,2005年建造,世博,昌里东路320弄
杨园三村,浦东区,南北,2室1厅1卫,80.17,255,31808,中层(共6层),1994年建造,高东,"新龙路203弄,新龙路289弄"
万科金色城市,浦东区,南北,4室2厅2卫,119,1250,105043,高层(共18层),2011年建造,御桥,御水路150弄
阳光城愉景湾,浦东区,南北,3室2厅2卫,111.64,599,53655,高层(共18层),2016年建造,川沙,妙川路800弄
汇锦城(二期),浦东区,南,2室2厅1卫,84.17,221,26257,中层(共18层),2013年建造,新场,新环西路1000弄
上海之窗御景园,浦东区,南,2室2厅1卫,98.05,1188,121163,中层(共24层),2003年建造,联洋,锦绣路888弄
东方城市公寓,浦东区,南北,2室2厅1卫,116.14,888,76460,低层(共23层),2007年建造,洋泾,苗圃路60弄
上南花城,浦东区,南,2室2厅1卫,101.26,855,84437,高层(共11层),2002年建造,世博,"耀华路87弄,耀华路85弄1-10号"
梅园二街坊,浦东区,南北,2室1厅1卫,49.8,485,97390,中层(共6层),1986年建造,梅园,"栖霞路300弄,福山路40弄1-34号"
佳伟景苑,浦东区,南北,2室1厅1卫,73.87,275,37228,高层(共6层),2013年建造,曹路,金钻路669弄1-65号
盛大金磐花园,浦东区,南,1室2厅1卫,121.81,1880,154339,中层(共43层),2005年建造,陆家嘴,东泰路200弄
大唐盛世花园(二期),浦东区,南北,2室2厅1卫,95.68,1188,124164,低层(共14层),2005年建造,世纪公园,樱花路801弄
扬盛佳苑,浦东区,南北,3室2厅1卫,104.75,341,32554,中层(共6层),2007年建造,高东,园洲路189弄1-87号
汤臣商务中心,浦东区,南北,2室1厅1卫,45.98,200.4,43585,中层(共25层),2015年建造,陆家嘴,"张杨路158,188,228号"
德州六村,浦东区,南,2室1厅1卫,54.69,258,47175,低层(共6层),1990年建造,上南,"长清路177弄,德州路300弄,灵岩路56弄"
宁阳小区,浦东区,南北,2室1厅1卫,56.57,320,56568,中层(共6层),1990年建造,塘桥,"宁阳路14弄,宁阳路5弄,宁阳路1弄,宁阳路12弄,宁阳路7弄,宁阳路3弄,宁阳路9弄,宁阳路28弄,华安路24弄,宁阳路11弄"
上南六村,浦东区,南,2室2厅1卫,49.53,286,57743,高层(共6层),1998年建造,世博,"齐河路12-48号(双),齐河路10弄,齐河路28弄,上南六村"
大华锦绣华城十八街区(公寓住宅),浦东区,南北,3室2厅2卫,109.77,908,82719,低层(共18层),2008年建造,北蔡,成山路2008弄
东方城市花园(二期),浦东区,南北,2室2厅2卫,116.79,878,75178,高层(共14层),2005年建造,南码头,东方路1881弄
汤巷馨村(南区),浦东区,南北,3室2厅2卫,120.46,600,49810,中层(共9层),2009年建造,康桥,秀沿路2501弄
杨园一村,浦东区,南北,2室2厅1卫,82,260,31708,中层(共6层),1994年建造,高东,"新园路68弄,新园路50弄,新龙路83弄,新园路32弄,新龙路69弄"
鹤沙航城航武嘉园(西区),浦东区,南北,2室1厅1卫,72.41,280,38669,中层(共6层),2012年建造,航头,航瑞路459弄
张江名流豪庭,浦东区,南北,1室1厅1卫,66,350,53031,低层(共8层),2010年建造,唐镇,春泉路45弄
双秀西园(A区),浦东区,南北,3室2厅1卫,104.38,416,39855,低层(共6层),2009年建造,周浦,梓康路580弄
绿地东上海海富城市花园(二期),浦东区,南北,2室2厅1卫,100.39,550,54787,中层(共14层),2010年建造,康桥,秀浦路800弄
海尚康庭,浦东区,南北,2室1厅1卫,72.9,267,36626,中层(共11层),2008年建造,周浦,康弘路580弄
VIP大厦,浦东区,南北,2室2厅1卫,115.14,780,67744,高层(共23层),2003年建造,陆家嘴,浦东大道727弄
金海华城华康佳苑,浦东区,南北,3室0厅1卫,79.75,285,35737,高层(共18层),2018年建造,曹路,银峰路676弄
民胜苑,浦东区,南北,3室2厅2卫,127.71,495,38760,共5层,2002年建造,曹路,"民同路293弄,民同路290弄"
金桥新村一街坊,浦东区,南北,2室1厅1卫,67.06,269,40114,低层(共6层),1998年建造,金桥,"东陆路1456弄,东陆路1528弄,东陆路1350弄"
凌兆佳苑,浦东区,南北,2室2厅1卫,85.12,560,65790,中层(共6层),2001年建造,三林,长清路1658弄
大华锦绣华城十六街区(公寓住宅),浦东区,南北,4室2厅2卫,159.17,1300,81674,低层(共11层),2010年建造,北蔡,成山路1728弄
大华锦绣华城一街区艾南花苑,浦东区,南北,3室2厅1卫,102.43,635,61994,低层(共18层),2008年建造,北蔡,"华绣路179弄,华绣路255弄"
香樟苑(南苑),浦东区,南北,2室2厅1卫,67.31,265,39371,中层(共6层),2000年建造,三林,海阳路1080弄
九龙仓滨江壹十八,浦东区,南北,4室2厅3卫,244.57,3850,157420,低层(共21层),2017年建造,塘桥,浦明路1199弄
海尚东苑,浦东区,南北,2室2厅2卫,84.04,290,34508,低层(共14层),2011年建造,曹路,金睦路353弄
丰舍东苑,浦东区,南北,2室1厅1卫,71.02,278,39144,低层(共6层),2005年建造,曹路,民春路516弄
财富海景花园,浦东区,西南,4室2厅4卫,352.88,7950,225290,低层(共39层),2006年建造,陆家嘴,浦明路258弄
凯旋汇,浦东区,南北,3室2厅3卫,123,400,32521,高层(共20层),2016年建造,东昌路站,张杨路98号
汤臣商务中心,浦东区,南北,3室2厅2卫,193.23,639,33070,中层(共18层),2015年建造,陆家嘴,"张杨路158,188,228号"
维多利华庭,浦东区,南,3室2厅2卫,140.43,1280,91149,低层(共14层),2005年建造,洋泾,苗圃路218弄
东方中华园,浦东区,南北,2室2厅2卫,106,943.5,89010,高层(共11层),2005年建造,洋泾,羽山路600弄
中虹家园,浦东区,南北,2室1厅1卫,68.81,275,39966,中层(共14层),2012年建造,曹路,海鸣路98弄
欧风家园(南区),浦东区,南北,2室1厅1卫,70.71,247,34932,中层(共6层),2006年建造,周浦,瑞意路399弄
绿城上海御园,浦东区,南北,3室2厅2卫,132,1400,106061,中层(共11层),2015年建造,金桥,兰谷路2777弄
福建天安大厦,浦东区,南北,2室2厅1卫,99.78,333,33374,高层(共24层),2016年建造,金桥,金桥路1391-1399号
鼎鑫名流苑,浦东区,南北,3室2厅2卫,134.29,558,41552,低层(共11层),2007年建造,川沙,川周路8682弄
东方城市花园(一期),浦东区,南北,4室2厅2卫,157.91,1346,85239,中层(共24层),2003年建造,塘桥,东方路1800弄
上钢五村,浦东区,南北,2室1厅1卫,51.44,275,53461,中层(共6层),1989年建造,世博,上钢五村1-43号
凯旋汇,浦东区,南北,3室2厅3卫,277,500,18051,中层(共25层),2010年建造,东昌路站,张杨路98号
世茂滨江花园(北区),浦东区,西南,4室2厅4卫,312.82,3750,119878,高层(共60层),2009年建造,陆家嘴,潍坊西路1弄
盛世春晓苑,浦东区,南北,2室1厅1卫,72.26,270,37366,低层(共18层),2010年建造,曹路,民春路501弄
龚路新城,浦东区,南北,2室2厅1卫,74.91,224,29903,高层(共6层),2005年建造,曹路,龚华路479弄
寿一小区,浦东区,南,2室1厅1卫,66.22,305,46059,中层(共6层),1996年建造,金桥,"寿光路31弄,寿光路75弄,莱阳路350弄1-37号"
中企滨江悦府,浦东区,南北,4室2厅3卫,208.66,3750,179719,高层(共20层),2020年建造,梅园,昌邑路998弄
盛世年华,浦东区,南北,3室2厅2卫,150.57,1730,114897,中层(共32层),2007年建造,源深,羽山路100弄
浦东世纪花园(二期公寓住宅),浦东区,南北,4室2厅3卫,223.35,2186,97874,中层(共26层),2008年建造,花木,银霄路39弄
潼港东八村,浦东区,南北,2室1厅1卫,54.34,211,38830,低层(共6层),1994年建造,外高桥,"张杨北路5911弄31-120号,花山路481弄1-29号"
碧云新天地家园(一期),浦东区,南北,3室2厅2卫,129.61,848,65428,中层(共6层),2005年建造,金桥,"长岛路823弄,长岛路825弄"
金桥瑞仕花园,浦东区,南北,3室2厅2卫,149.29,1480,99136,低层(共16层),2008年建造,金杨新村,枣庄路399弄
双秀西园(A区),浦东区,南北,2室2厅1卫,79.84,315,39454,中层(共11层),2008年建造,周浦,梓康路580弄
桃园新城中城苑,浦东区,南北,2室2厅1卫,76.55,258,33704,共5层,2006年建造,周浦,瑞安路80弄
金海华城华康佳苑,浦东区,南北,1室1厅1卫,58.5,204,34872,中层(共18层),2018年建造,曹路,银峰路676弄
民乐城朗苑,浦东区,南北,2室1厅1卫,85.11,186,21855,高层(共13层),2018年建造,惠南,通济路616弄1-26号
庆利苑,浦东区,南,2室2厅1卫,77.05,230,29851,中层(共16层),2017年建造,合庆,环庆南路239弄
保利蔚蓝林语(公寓住宅),浦东区,南北,3室2厅2卫,96.08,335,34867,高层(共13层),2014年建造,临港新城,竹柏路500弄
华沙二村,浦东区,南北,2室2厅1卫,102.31,437,42714,高层(共6层),1996年建造,川沙,新川路709弄1-22号
